"folio","fpago","almacen","fechatt","cliente","importe","serie","hora","agente","sucursal","id"
"289,210","C","21","2023-01-04","MOSTRADOR","474","TTX","15:39:24","716","TX","283892"
"201,716","C","29","2023-01-04","MOSTRADOR","802","TGZ","15:39:45","771","GZAMO","283893"
"26,850","C","24","2023-01-04","MOSTRADOR","74","TZM","15:36:30","503","TMZ","283894"
"160,325","C","28","2023-01-04","MOSTRADOR","6","TCZ","15:39:53","322","COAT","283895"
"100,227","C","31","2023-01-04","MOSTRADOR","9","TR2","15:41:36","684","VEPR2","283896"
"337,868","W","25","2023-01-04","MOSTRADOR","658","TPA","15:52:36","711","PAPAN","283897"
"3,673","C","24","2023-01-04","MOSTRADOR","42","3ZM","19:58:16","288","TMZ","283898"
"575,078","C","17","2023-01-04","MOSTRADOR","8","TMS","15:40:31","689","MISAN","283899"
"26,852","C","24","2023-01-04","MOSTRADOR","29","TZM","15:46:37","668","TMZ","283900"
"250,269","C","20","2023-01-04","MOSTRADOR","14","TPZ","15:47:25","772","PR","283901"
"26,850","C","24","2023-01-04","MOSTRADOR","88","TZM","15:42:21","638","TMZ","283902"
"412,966","C","36","2023-01-04","MOSTRADOR","65","TAF","15:53:57","700","ALFIN","283903"
"68,305","C","35","2023-01-04","MOSTRADOR","568","TPP","15:48:11","759","PAPA2","283904"
"12,075","C","17","2023-01-04","MOSTRADOR","1","3MS","17:13:36","693","MISAN","283905"
"26,949","K","21","2023-01-04","MOSTRADOR","9","3TX","16:07:12","397","TX","283906"
"39,833","Z","04","2023-01-04","TOMAS ORTEGA SERRA","1","3PL","16:01:59","94","PVERD","283907"
"26,851","C","24","2023-01-04","MOSTRADOR","55","TZM","15:44:04","638","TMZ","283908"
"201,719","C","29","2023-01-04","MOSTRADOR","41","TGZ","15:45:00","783","GZAMO","283909"
"289,212","C","21","2023-01-04","MOSTRADOR","23","TTX","15:44:40","219","TX","283910"
"337,869","C","25","2023-01-04","MOSTRADOR","259","TPA","15:59:32","711","PAPAN","283911"
"47,821","C","30","2023-01-04","MOSTRADOR","54","TVZ","16:35:39","715","VERAC","283912"
"201,720","C","29","2023-01-04","MOSTRADOR","27","TGZ","15:51:15","783","GZAMO","283913"
"575,079","C","17","2023-01-04","MOSTRADOR","108","TMS","15:49:26","689","MISAN","283914"
"25,328","C","31","2023-01-04","HOTEL VICTORIA DE POZA RICA","207","3R2","16:09:15","684","VEPR2","283915"
"160,333","C","28","2023-01-04","MOSTRADOR","15","TCZ","16:21:51","322","COAT","283916"
"62,956","C","37","2023-01-04","SUCURSAL XALAPA","0","TAS","16:02:09","5","CEDIS","283917"
"160,326","C","28","2023-01-04","MOSTRADOR","17","TCZ","15:48:46","625","COAT","283918"
"337,867","C","25","2023-01-04","MOSTRADOR","9","TPA","15:49:36","156","PAPAN","283919"
"47,821","C","30","2023-01-04","MOSTRADOR","65","TVZ","15:49:19","715","VERAC","283920"
"412,964","K","36","2023-01-04","MOSTRADOR","0","TAF","15:51:04","169","ALFIN","283921"
"412,968","K","36","2023-01-04","MOSTRADOR","1","TAF","15:57:43","169","ALFIN","283922"
"201,721","C","29","2023-01-04","MOSTRADOR","201","TGZ","15:52:00","524","GZAMO","283923"
"62,957","C","37","2023-01-04","SUCURSAL GUTIERREZ ZAMORA","0","TAS","16:08:26","5","CEDIS","283924"
"343,580","C","04","2023-01-04","MOSTRADOR","96","TPL","15:50:04","782","PVERD","283925"
"68,311","C","35","2023-01-04","MOSTRADOR","260","TPP","16:20:42","678","PAPA2","283926"
"47,822","C","30","2023-01-04","MOSTRADOR","35","TVZ","15:50:23","715","VERAC","283927"
"575,086","C","17","2023-01-04","MOSTRADOR","19","TMS","17:08:56","689","MISAN","283928"
"412,965","K","36","2023-01-04","MOSTRADOR","231","TAF","15:51:31","169","ALFIN","283929"
"160,327","C","28","2023-01-04","MOSTRADOR","49","TCZ","15:51:27","625","COAT","283930"
"343,581","C","04","2023-01-04","MOSTRADOR","34","TPL","15:52:25","782","PVERD","283931"
"250,269","C","20","2023-01-04","MOSTRADOR","36","TPZ","15:53:29","772","PR","283932"
"26,854","C","24","2023-01-04","MOSTRADOR","225","TZM","15:54:18","503","TMZ","283933"
"26,858","C","24","2023-01-04","MOSTRADOR","38","TZM","16:03:49","288","TMZ","283934"
"250,269","C","20","2023-01-04","MOSTRADOR","14","TPZ","15:51:12","676","PR","283935"
"47,823","C","30","2023-01-04","MOSTRADOR","63","TVZ","16:27:21","728","VERAC","283936"
"201,722","C","29","2023-01-04","MOSTRADOR","1","TGZ","16:06:42","771","GZAMO","283937"
"575,080","C","17","2023-01-04","MOSTRADOR","8","TMS","15:54:16","689","MISAN","283938"
"343,582","C","04","2023-01-04","MOSTRADOR","180","TPL","15:54:59","538","PVERD","283939"
"201,722","C","29","2023-01-04","MOSTRADOR","21","TGZ","15:55:10","783","GZAMO","283940"
"343,583","T","04","2023-01-04","MOSTRADOR","139","TPL","15:55:17","94","PVERD","283941"
"412,967","C","36","2023-01-04","MOSTRADOR","18","TAF","15:55:01","700","ALFIN","283942"
"412,970","C","36","2023-01-04","MOSTRADOR","206","TAF","15:59:08","700","ALFIN","283943"
"160,328","C","28","2023-01-04","MOSTRADOR","32","TCZ","15:55:55","507","COAT","283944"
"164,818","C","27","2023-01-04","MOSTRADOR","40","TT3","16:19:11","779","HIDAL","283945"
"164,825","C","27","2023-01-04","MOSTRADOR","348","TT3","17:50:36","46","HIDAL","283946"
"160,329","C","28","2023-01-04","MOSTRADOR","262","TCZ","15:58:12","625","COAT","283947"
"343,584","C","04","2023-01-04","MOSTRADOR","88","TPL","15:58:45","94","PVERD","283948"
"250,270","C","20","2023-01-04","MOSTRADOR","188","TPZ","15:58:49","772","PR","283949"
"250,270","C","20","2023-01-04","MOSTRADOR","6","TPZ","16:44:49","772","PR","283950"
"412,969","C","36","2023-01-04","MOSTRADOR","113","TAF","15:58:27","169","ALFIN","283951"
"567,434","C","05","2023-01-04","MOSTRADOR","24","TT1","16:07:35","45","TZ","283952"
"289,213","C","21","2023-01-04","MOSTRADOR","39","TTX","15:59:03","397","TX","283953"
"343,585","C","04","2023-01-04","MOSTRADOR","24","TPL","15:59:43","538","PVERD","283954"
"68,307","C","35","2023-01-04","MOSTRADOR","78","TPP","16:07:07","678","PAPA2","283955"
"343,586","C","04","2023-01-04","MOSTRADOR","565","TPL","16:00:19","782","PVERD","283956"
"337,873","C","25","2023-01-04","MOSTRADOR","31","TPA","16:09:35","508","PAPAN","283957"
"412,971","C","36","2023-01-04","MOSTRADOR","773","TAF","16:02:29","169","ALFIN","283958"
"26,856","C","24","2023-01-04","MOSTRADOR","62","TZM","16:02:40","503","TMZ","283959"
"160,330","C","28","2023-01-04","MOSTRADOR","218","TCZ","16:04:19","322","COAT","283960"
"26,855","C","24","2023-01-04","MOSTRADOR","7","TZM","16:02:24","668","TMZ","283961"
"39,833","Z","04","2023-01-04","TOMAS ORTEGA SERRA","541","3PL","16:14:32","538","PVERD","283962"
"337,870","C","25","2023-01-04","MOSTRADOR","326","TPA","16:01:20","712","PAPAN","283963"
"605,346","C","08","2023-01-04","MOSTRADOR","168","TT2","15:57:22","423","RP","283964"
"605,346","T","08","2023-01-04","MOSTRADOR","118","TT2","16:01:05","47","RP","283965"
"605,347","C","08","2023-01-04","MOSTRADOR","270","TT2","16:01:48","3","RP","283966"
"32,323","C","12","2023-01-04","MOSTRADOR","1","TXA","16:01:59","55","XALAP","283967"
"100,228","T","31","2023-01-04","MOSTRADOR","431","TR2","16:05:23","684","VEPR2","283968"
"289,214","C","21","2023-01-04","MOSTRADOR","15","TTX","16:02:18","397","TX","283969"
"491,651","C","19","2023-01-04","MOSTRADOR","376","TID","16:02:46","511","INDE","283970"
"62,956","Z","12","2023-01-04",,"0","TAS","16:02:09","5","CEDIS","283971"
"567,431","C","05","2023-01-04","MOSTRADOR","0","TT1","16:03:00","45","TZ","283972"
"605,349","C","08","2023-01-04","MOSTRADOR","317","TT2","16:05:35","47","RP","283973"
"8,289","C","14","2023-01-04","MOSTRADOR","27","TT4","16:28:15","784","TEZIU","283974"
"130,895","C","24","2023-01-04",,"0","TS","16:06:54","665","297.","283975"
"289,215","C","21","2023-01-04","MOSTRADOR","267","TTX","16:05:04","397","TX","283976"
"26,857","C","24","2023-01-04","MOSTRADOR","476","TZM","16:03:21","668","TMZ","283977"
"337,871","C","25","2023-01-04","MOSTRADOR","103","TPA","16:04:00","156","PAPAN","283978"
"605,350","C","08","2023-01-04","MOSTRADOR","38","TT2","16:06:07","769","RP","283979"
"26,859","C","24","2023-01-04","MOSTRADOR","59","TZM","16:05:56","503","TMZ","283980"
"394,991","C","06","2023-01-04","MOSTRADOR","155","TTP","16:00:43","616","TL","283981"
"337,872","C","25","2023-01-04","MOSTRADOR","20","TPA","16:04:07","712","PAPAN","283982"
"534,637","C","03","2023-01-04","MOSTRADOR","86","TME","16:12:14","14","ME","283983"
"412,972","K","36","2023-01-04","MOSTRADOR","341","TAF","16:04:31","700","ALFIN","283984"
"567,433","C","05","2023-01-04","MOSTRADOR","101","TT1","16:06:08","45","TZ","283985"
"201,723","C","29","2023-01-04","MOSTRADOR","178","TGZ","16:06:42","771","GZAMO","283986"
"8,288","C","14","2023-01-04","MOSTRADOR","46","TT4","16:18:22","766","TEZIU","283987"
"68,309","C","35","2023-01-04","MOSTRADOR","209","TPP","16:11:31","759","PAPA2","283988"
"605,351","C","08","2023-01-04","MOSTRADOR","50","TT2","16:08:21","423","RP","283989"
"567,432","C","05","2023-01-04","MOSTRADOR","72","TT1","16:04:58","640","TZ","283990"
"605,352","C","08","2023-01-04","MOSTRADOR","28","TT2","16:08:56","765","RP","283991"
"491,653","C","19","2023-01-04","MOSTRADOR","636","TID","16:10:45","753","INDE","283992"
"337,874","C","25","2023-01-04","MOSTRADOR","34","TPA","16:14:17","712","PAPAN","283993"
"394,991","C","06","2023-01-04","MOSTRADOR","186","TTP","16:07:06","18","TL","283994"
"337,875","C","25","2023-01-04","MOSTRADOR","326","TPA","16:17:08","508","PAPAN","283995"
"16,224","C","06","2023-01-04","ARTURO RIVERA SALAZAR","82","3TP","16:07:08","773","TL","283996"
"605,353","C","08","2023-01-04","MOSTRADOR","304","TT2","16:09:03","372","RP","283997"
"491,652","C","19","2023-01-04","MOSTRADOR","20","TID","16:07:09","511","INDE","283998"
"32,326","C","12","2023-01-04","MOSTRADOR","85","TXA","16:12:37","55","XALAP","283999"
"567,434","C","05","2023-01-04","MOSTRADOR","336","TT1","16:13:40","640","TZ","284000"
"289,216","C","21","2023-01-04","MOSTRADOR","96","TTX","16:07:39","219","TX","284001"
"605,358","K","08","2023-01-04","MOSTRADOR","318","TT2","16:16:43","3","RP","284002"
"130,895","C","09","2023-01-04",,"0","TS","16:06:53","665","297.","284003"
"100,229","C","31","2023-01-04","MOSTRADOR","8","TR2","16:08:17","675","VEPR2","284004"
"412,976","C","36","2023-01-04","MOSTRADOR","368","TAF","16:32:56","169","ALFIN","284005"
"289,219","C","21","2023-01-04","MOSTRADOR","76","TTX","16:09:44","96","TX","284006"
"16,225","C","06","2023-01-04","MOSTRADOR","12","3TP","16:09:46","774","TL","284007"
"26,860","C","24","2023-01-04","MOSTRADOR","625","TZM","16:18:16","668","TMZ","284008"
"68,308","C","35","2023-01-04","MOSTRADOR","69","TPP","16:08:17","678","PAPA2","284009"
"26,860","C","24","2023-01-04","MOSTRADOR","899","TZM","16:07:09","288","TMZ","284010"
"32,325","C","12","2023-01-04","MOSTRADOR","212","TXA","16:09:24","55","XALAP","284011"
"289,220","C","21","2023-01-04","MOSTRADOR","312","TTX","16:10:10","716","TX","284012"
"567,436","C","05","2023-01-04","MOSTRADOR","62","TT1","16:08:36","45","TZ","284013"
"394,998","W","06","2023-01-04","MOSTRADOR","1","TTP","16:17:48","18","TL","284014"
"289,217","C","21","2023-01-04","MOSTRADOR","72","TTX","16:08:50","219","TX","284015"
"62,956","C","29","2023-01-04",,"0","TAS","16:08:25","5","CEDIS","284016"
"32,328","K","12","2023-01-04","MOSTRADOR","248","TXA","16:24:46","698","XALAP","284017"
"567,447","C","05","2023-01-04","MOSTRADOR","52","TT1","16:36:50","45","TZ","284018"
"289,218","C","21","2023-01-04","MOSTRADOR","18","TTX","16:09:09","397","TX","284019"
"100,230","C","31","2023-01-04","MOSTRADOR","4","TR2","16:06:44","675","VEPR2","284020"
"567,438","C","05","2023-01-04","MOSTRADOR","53","TT1","16:13:12","640","TZ","284021"
"567,437","C","05","2023-01-04","MOSTRADOR","222","TT1","16:12:00","45","TZ","284022"
"343,587","C","04","2023-01-04","MOSTRADOR","58","TPL","16:11:02","782","PVERD","284023"
"394,992","C","06","2023-01-04","MOSTRADOR","75","TTP","16:09:38","337","TL","284024"
"26,860","C","24","2023-01-04","MOSTRADOR","173","TZM","16:06:56","503","TMZ","284025"
"605,354","C","08","2023-01-04","MOSTRADOR","38","TT2","16:11:47","372","RP","284026"
"394,993","C","06","2023-01-04","MOSTRADOR","168","TTP","16:10:14","774","TL","284027"
"491,654","C","19","2023-01-04","MOSTRADOR","13","TID","16:12:18","511","INDE","284028"
"394,995","C","06","2023-01-04","MOSTRADOR","37","TTP","16:11:33","337","TL","284029"
"32,327","C","12","2023-01-04","MOSTRADOR","36","TXA","16:12:40","55","XALAP","284030"
"394,994","C","06","2023-01-04","MOSTRADOR","34","TTP","16:11:25","774","TL","284031"
"68,310","C","35","2023-01-04","MOSTRADOR","39","TPP","16:12:13","678","PAPA2","284032"
"100,230","C","31","2023-01-04","MOSTRADOR","1","TR2","16:06:55","684","VEPR2","284033"
"343,588","1","04","2023-01-04","MOSTRADOR","2","TPL","16:14:18","94","PVERD","284034"
"394,996","C","06","2023-01-04","MOSTRADOR","128","TTP","16:13:12","773","TL","284035"
"100,230","C","31","2023-01-04","MOSTRADOR","147","TR2","16:12:07","684","VEPR2","284036"
"164,819","C","27","2023-01-04","MOSTRADOR","30","TT3","16:22:52","778","HIDAL","284037"
"3,673","C","24","2023-01-04","MOSTRADOR","899","3ZM","16:12:36","288","TMZ","284038"
"26,860","C","24","2023-01-04","MOSTRADOR","173","TZM","16:12:24","503","TMZ","284039"
"289,223","C","21","2023-01-04","MOSTRADOR","239","TTX","16:22:15","219","TX","284040"
"605,355","C","08","2023-01-04","MOSTRADOR","53","TT2","16:12:36","372","RP","284041"
"412,973","C","36","2023-01-04","MOSTRADOR","130","TAF","16:14:20","700","ALFIN","284042"
"68,316","C","35","2023-01-04","MOSTRADOR","97","TPP","16:51:48","678","PAPA2","284043"
"337,876","C","25","2023-01-04","MOSTRADOR","56","TPA","16:18:35","508","PAPAN","284044"
"534,638","C","03","2023-01-04","MOSTRADOR","33","TME","16:13:49","14","ME","284045"
"567,440","C","05","2023-01-04","MOSTRADOR","24","TT1","16:18:13","211","TZ","284046"
"567,439","C","05","2023-01-04","MOSTRADOR","25","TT1","16:09:11","640","TZ","284047"
"491,655","C","19","2023-01-04","MOSTRADOR","98","TID","17:13:23","511","INDE","284048"
"605,356","C","08","2023-01-04","MOSTRADOR","43","TT2","16:15:50","765","RP","284049"
"343,589","C","04","2023-01-04","MOSTRADOR","25","TPL","16:15:04","94","PVERD","284050"
"394,999","C","06","2023-01-04","MOSTRADOR","1","TTP","16:19:04","308","TL","284051"
"412,974","C","36","2023-01-04","MOSTRADOR","68","TAF","16:15:31","700","ALFIN","284052"
"534,645","C","03","2023-01-04","MOSTRADOR","61","TME","16:34:13","719","ME","284053"
"68,312","C","35","2023-01-04","MOSTRADOR","200","TPP","16:22:45","509","PAPA2","284054"
"26,861","C","24","2023-01-04","MOSTRADOR","72","TZM","16:16:59","16","TMZ","284055"
"534,643","C","03","2023-01-04","MOSTRADOR","11","TME","16:28:14","14","ME","284056"
"605,361","C","08","2023-01-04","MOSTRADOR","110","TT2","16:18:48","372","RP","284057"
"201,724","C","29","2023-01-04","MOSTRADOR","421","TGZ","16:17:43","524","GZAMO","284058"
"201,723","C","29","2023-01-04","MOSTRADOR","34","TGZ","16:15:58","771","GZAMO","284059"
"394,997","C","06","2023-01-04","MOSTRADOR","118","TTP","16:16:20","616","TL","284060"
"605,359","C","08","2023-01-04","MOSTRADOR","166","TT2","16:17:49","769","RP","284061"
"605,357","C","08","2023-01-04","MOSTRADOR","153","TT2","16:16:12","423","RP","284062"
"343,590","C","04","2023-01-04","MOSTRADOR","0","TPL","16:16:43","10","PVERD","284063"
"160,334","C","28","2023-01-04","MOSTRADOR","44","TCZ","16:23:08","625","COAT","284064"
"534,639","C","03","2023-01-04","MOSTRADOR","70","TME","16:17:43","719","ME","284065"
"201,726","C","29","2023-01-04","MOSTRADOR","36","TGZ","16:19:09","771","GZAMO","284066"
"605,360","C","08","2023-01-04","MOSTRADOR","70","TT2","16:18:08","3","RP","284067"
"491,656","C","19","2023-01-04","MOSTRADOR","24","TID","16:24:17","511","INDE","284068"
"567,439","C","05","2023-01-04","MOSTRADOR","26","TT1","16:17:27","45","TZ","284069"
"201,725","C","29","2023-01-04","MOSTRADOR","61","TGZ","16:18:56","783","GZAMO","284070"
"605,368","C","08","2023-01-04","MOSTRADOR","451","TT2","16:27:16","423","RP","284071"
"100,231","C","31","2023-01-04","MOSTRADOR","5","TR2","16:18:12","675","VEPR2","284072"
"605,362","C","08","2023-01-04","MOSTRADOR","81","TT2","16:18:58","765","RP","284073"
"289,221","C","21","2023-01-04","MOSTRADOR","118","TTX","16:18:52","397","TX","284074"
"395,003","C","06","2023-01-04","MOSTRADOR","4","TTP","16:31:51","18","TL","284075"
"160,332","C","28","2023-01-04","MOSTRADOR","116","TCZ","16:20:10","507","COAT","284076"
"575,081","C","17","2023-01-04","MOSTRADOR","60","TMS","16:18:20","689","MISAN","284077"
"534,640","C","03","2023-01-04","MOSTRADOR","44","TME","16:18:29","719","ME","284078"
"160,331","C","28","2023-01-04","MOSTRADOR","78","TCZ","16:20:08","625","COAT","284079"
"66,595","C","37","2023-01-04","SUCURSAL MERCADO","0","TR","16:18:50","5","CEDIS","284080"
"343,591","C","04","2023-01-04","MOSTRADOR","1","TPL","16:19:19","10","PVERD","284081"
"26,862","C","24","2023-01-04","MOSTRADOR","80","TZM","16:22:38","503","TMZ","284082"
"567,441","C","05","2023-01-04","MOSTRADOR","858","TT1","16:20:20","211","TZ","284083"
"66,595","Z","03","2023-01-04",,"0","TR","16:18:50","5","CEDIS","284084"
"337,877","C","25","2023-01-04","MOSTRADOR","129","TPA","16:20:48","156","PAPAN","284085"
"289,222","C","21","2023-01-04","MOSTRADOR","89","TTX","16:20:53","716","TX","284086"
"23,314","C","08","2023-01-04","MOSTRADOR","5","3T2","16:22:40","769","RP","284087"
"575,082","C","17","2023-01-04","MOSTRADOR","128","TMS","16:34:35","689","MISAN","284088"
"605,363","C","08","2023-01-04","MOSTRADOR","22","TT2","16:19:40","372","RP","284089"
"8,291","C","14","2023-01-04","MOSTRADOR","133","TT4","16:39:50","784","TEZIU","284090"
"289,224","C","21","2023-01-04","MOSTRADOR","97","TTX","16:22:41","397","TX","284091"
"395,000","C","06","2023-01-04","MOSTRADOR","75","TTP","16:20:49","337","TL","284092"
"201,728","C","29","2023-01-04","MOSTRADOR","46","TGZ","16:22:42","783","GZAMO","284093"
"201,727","C","29","2023-01-04","MOSTRADOR","52","TGZ","16:21:30","771","GZAMO","284094"
"16,226","C","06","2023-01-04","MOSTRADOR","3","3TP","16:33:14","337","TL","284095"
"605,364","C","08","2023-01-04","MOSTRADOR","8","TT2","16:20:42","765","RP","284096"
"3,341","C","12","2023-01-04","NORMA HILDA DOMINGUEZ GONZALEZ","232","3XA","16:52:45","698","XALAP","284097"
"567,442","C","05","2023-01-04","MOSTRADOR","49","TT1","16:24:29","640","TZ","284098"
"337,882","C","25","2023-01-04","MOSTRADOR","1","TPA","16:33:39","156","PAPAN","284099"
"605,365","C","08","2023-01-04","MOSTRADOR","3","TT2","16:22:21","47","RP","284100"
"337,878","C","25","2023-01-04","MOSTRADOR","35","TPA","16:22:57","508","PAPAN","284101"
"491,655","C","19","2023-01-04","MOSTRADOR","136","TID","16:22:56","511","INDE","284102"
"395,001","C","06","2023-01-04","MOSTRADOR","21","TTP","16:24:40","337","TL","284103"
"605,366","C","08","2023-01-04","MOSTRADOR","70","TT2","16:22:59","372","RP","284104"
"32,330","C","12","2023-01-04","MOSTRADOR","81","TXA","16:27:09","55","XALAP","284105"
"343,592","C","04","2023-01-04","MOSTRADOR","18","TPL","16:24:40","94","PVERD","284106"
"160,341","C","28","2023-01-04","MOSTRADOR","53","TCZ","17:02:35","322","COAT","284107"
"201,730","C","29","2023-01-04","MOSTRADOR","25","TGZ","16:30:55","524","GZAMO","284108"
"26,864","C","24","2023-01-04","MOSTRADOR","966","TZM","16:27:12","668","TMZ","284109"
"289,225","C","21","2023-01-04","MOSTRADOR","60","TTX","16:24:14","397","TX","284110"
"26,863","C","24","2023-01-04","MOSTRADOR","16","TZM","16:24:33","288","TMZ","284111"
"164,820","C","27","2023-01-04","MOSTRADOR","22","TT3","16:23:33","778","HIDAL","284112"
"164,821","C","27","2023-01-04","MOSTRADOR","10","TT3","16:56:28","778","HIDAL","284113"
"289,226","C","21","2023-01-04","MOSTRADOR","647","TTX","16:25:35","219","TX","284114"
"250,275","C","20","2023-01-04","MOSTRADOR","36","TPZ","17:08:59","714","PR","284115"
"534,641","C","03","2023-01-04","MOSTRADOR","89","TME","16:25:47","719","ME","284116"
"605,376","C","08","2023-01-04","MOSTRADOR","1","TT2","17:09:54","47","RP","284117"
"337,879","C","25","2023-01-04","MOSTRADOR","227","TPA","16:30:41","712","PAPAN","284118"
"605,367","C","08","2023-01-04","MOSTRADOR","81","TT2","16:25:31","765","RP","284119"
"196,479","C","07","2023-01-04","MOSTRADOR","47","TAV","16:48:39","764","AC","284120"
"289,227","C","21","2023-01-04","MOSTRADOR","67","TTX","16:28:53","397","TX","284121"
"605,369","C","08","2023-01-04","MOSTRADOR","160","TT2","16:32:19","372","RP","284122"
"26,865","C","24","2023-01-04","MOSTRADOR","21","TZM","16:27:58","503","TMZ","284123"
"337,880","C","25","2023-01-04","MOSTRADOR","45","TPA","16:30:56","508","PAPAN","284124"
"567,445","C","05","2023-01-04","MOSTRADOR","913","TT1","16:36:05","640","TZ","284125"
"32,329","C","12","2023-01-04","MOSTRADOR","27","TXA","16:27:04","698","XALAP","284126"
"534,642","C","03","2023-01-04","MOSTRADOR","7","TME","16:27:45","719","ME","284127"
"32,331","C","12","2023-01-04","MOSTRADOR","40","TXA","16:29:07","55","XALAP","284128"
"289,227","C","21","2023-01-04","MOSTRADOR","11","TTX","16:27:22","716","TX","284129"
"68,313","C","35","2023-01-04","MOSTRADOR","1","TPP","16:29:39","509","PAPA2","284130"
"534,644","C","03","2023-01-04","MOSTRADOR","9","TME","16:29:01","719","ME","284131"
"160,334","K","28","2023-01-04","MOSTRADOR","75","TCZ","16:29:11","625","COAT","284132"
"32,332","C","12","2023-01-04","MOSTRADOR","26","TXA","16:58:09","55","XALAP","284133"
"13,941","K","28","2023-01-04","EDCAL SUPPORT","3","3CZ","16:37:25","322","COAT","284134"
"26,866","C","24","2023-01-04","MOSTRADOR","65","TZM","16:28:54","503","TMZ","284135"
"15,093","C","30","2023-01-04","MUEBLES PARA BA","217","3VZ","16:40:23","715","VERAC","284136"
"289,229","C","21","2023-01-04","MOSTRADOR","27","TTX","16:29:48","397","TX","284137"
"395,002","C","06","2023-01-04","MOSTRADOR","41","TTP","16:29:48","616","TL","284138"
"32,337","C","12","2023-01-04","MOSTRADOR","222","TXA","18:00:09","698","XALAP","284139"
"196,480","C","07","2023-01-04","MOSTRADOR","18","TAV","16:51:34","589","AC","284140"
"289,230","C","21","2023-01-04","MOSTRADOR","45","TTX","16:32:23","397","TX","284141"
"534,646","C","03","2023-01-04","MOSTRADOR","565","TME","16:39:33","719","ME","284142"
"289,230","C","21","2023-01-04","MOSTRADOR","35","TTX","16:40:54","219","TX","284143"
"343,593","C","04","2023-01-04","MOSTRADOR","384","TPL","16:31:07","782","PVERD","284144"
"201,732","C","29","2023-01-04","MOSTRADOR","97","TGZ","16:40:30","783","GZAMO","284145"
"201,737","C","29","2023-01-04","MOSTRADOR","195","TGZ","17:02:40","524","GZAMO","284146"
"567,444","C","05","2023-01-04","MOSTRADOR","38","TT1","16:34:03","211","TZ","284147"
"130,896","C","38","2023-01-04","Movimiento interno","257","TS","16:31:21","679",,"284148"
"412,975","C","36","2023-01-04","MOSTRADOR","96","TAF","16:32:33","700","ALFIN","284149"
"100,232","C","31","2023-01-04","MOSTRADOR","1","TR2","16:43:41","675","VEPR2","284150"
"491,657","C","19","2023-01-04","MOSTRADOR","18","TID","16:35:28","753","INDE","284151"
"34,008","K","25","2023-01-04","JUAN CARLOS ANGELES AGUILAR","105","3PA","16:32:02","712","PAPAN","284152"
"23,316","C","08","2023-01-04","ANDRES MARTINEZ DEL CARMEN","195","3T2","16:45:06","423","RP","284153"
"337,881","C","25","2023-01-04","MOSTRADOR","75","TPA","16:32:47","711","PAPAN","284154"
"605,370","C","08","2023-01-04","MOSTRADOR","131","TT2","16:44:45","3","RP","284155"
"8,290","C","14","2023-01-04","MOSTRADOR","63","TT4","16:35:04","377","TEZIU","284156"
"100,232","C","31","2023-01-04","MOSTRADOR","308","TR2","16:36:51","675","VEPR2","284157"
"289,239","C","21","2023-01-04","MOSTRADOR","45","TTX","17:04:55","219","TX","284158"
"567,443","C","05","2023-01-04","MOSTRADOR","292","TT1","16:32:55","211","TZ","284159"
"412,978","C","36","2023-01-04","MOSTRADOR","134","TAF","16:44:07","700","ALFIN","284160"
"201,731","C","29","2023-01-04","MOSTRADOR","222","TGZ","16:36:39","771","GZAMO","284161"
"160,335","C","28","2023-01-04","MOSTRADOR","79","TCZ","16:32:36","625","COAT","284162"
"26,867","C","24","2023-01-04","MOSTRADOR","376","TZM","16:31:03","668","TMZ","284163"
"395,004","C","06","2023-01-04","MOSTRADOR","38","TTP","16:34:10","337","TL","284164"
"337,883","C","25","2023-01-04","MOSTRADOR","185","TPA","16:36:24","711","PAPAN","284165"
"68,314","C","35","2023-01-04","MOSTRADOR","70","TPP","16:44:48","678","PAPA2","284166"
"412,977","C","36","2023-01-04","MOSTRADOR","65","TAF","16:34:53","700","ALFIN","284167"
"337,884","C","25","2023-01-04","MOSTRADOR","24","TPA","16:37:47","508","PAPAN","284168"
"395,009","C","06","2023-01-04","MOSTRADOR","113","TTP","17:01:13","616","TL","284169"
"395,005","C","06","2023-01-04","MOSTRADOR","611","TTP","16:40:58","337","TL","284170"
"575,083","C","17","2023-01-04","MOSTRADOR","13","TMS","16:39:00","689","MISAN","284171"
"534,650","C","03","2023-01-04","MOSTRADOR","117","TME","16:46:59","743","ME","284172"
"567,446","C","05","2023-01-04","MOSTRADOR","376","TT1","16:36:31","211","TZ","284173"
"23,315","C","08","2023-01-04","ANDRES MARTINEZ DEL CARMEN","182","3T2","16:43:18","423","RP","284174"
"8,292","C","14","2023-01-04","MOSTRADOR","15","TT4","17:40:44","377","TEZIU","284175"
"26,867","C","24","2023-01-04","MOSTRADOR","96","TZM","16:36:33","503","TMZ","284176"
"491,659","C","19","2023-01-04","MOSTRADOR","240","TID","16:41:08","511","INDE","284177"
"343,594","C","04","2023-01-04","MOSTRADOR","53","TPL","16:38:22","10","PVERD","284178"
"395,006","C","06","2023-01-04","MOSTRADOR","51","TTP","16:41:25","18","TL","284179"
"68,331","C","35","2023-01-04","MOSTRADOR","70","TPP","18:23:03","759","PAPA2","284180"
"567,450","C","05","2023-01-04","MOSTRADOR","357","TT1","16:49:31","211","TZ","284181"
"26,869","C","24","2023-01-04","MOSTRADOR","440","TZM","16:40:32","503","TMZ","284182"
